file	hydrophobic	hbond	saltbridge	pistacking	pication	halogen	metal
/Volumes/GigiMurin/plip/Gylcerolipids/BD1dze-A-A-L2P1/report.txt	3	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1dze-A-A-L2P2/report.txt	4	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1e12-A-A-OLC10/report.txt	0	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1e12-A-A-OLC1/report.txt	4	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1e12-A-A-OLC2/report.txt	2	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1e12-A-A-OLC3/report.txt	0	1	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1e12-A-A-OLC4/report.txt	0	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1e12-A-A-OLC5/report.txt	0	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1e12-A-A-OLC6/report.txt	0	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1e12-A-A-OLC7/report.txt	0	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1e12-A-A-OLC8/report.txt	0	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1e12-A-A-OLC9/report.txt	0	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1iw6-A-A-L2P1/report.txt	1	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1iw9-A-A-L2P1/report.txt	3	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1ixf-A-A-L2P1/report.txt	3	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1k4c-C-C-DGA1/report.txt	1	0	1	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1k4d-C-C-DGA1/report.txt	1	0	1	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1q90-D-R-SQD1/report.txt	1	2	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1q90-R-R-SQD1/report.txt	2	2	1	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1qm8-A-A-L2P1/report.txt	3	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1qm8-A-A-L2P2/report.txt	4	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1r3i-C-C-DGA1/report.txt	2	0	1	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1r3j-C-C-DGA1/report.txt	2	0	1	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1r3k-C-C-DGA1/report.txt	2	0	1	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1r3l-C-C-DGA1/report.txt	1	0	1	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1s5h-C-C-DGA1/report.txt	2	0	1	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1ucq-A-A-L2P1/report.txt	3	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1v54-A-A-TGL1/report.txt	11	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1v54-A-D-TGL1/report.txt	5	0	1	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1v54-A-L-TGL1/report.txt	13	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1v54-B-A-TGL1/report.txt	5	0	1	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1v54-B-D-TGL1/report.txt	3	0	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1v54-D-D-TGL1/report.txt	2	1	0	0	0	0	0
/Volumes/GigiMurin/plip/Gylcerolipids/BD1v54-L-L-TGL1/report.txt	8	0	0	0	0	0	0
